1	0
2	0
3	0
4	4
5	19
6	38
7	96
8	192
9	320
10	417
11	537
12	612
13	617
14	564
15	516
16	378
17	296
18	197
19	112
20	58
21	20
22	4
23	3
24	0
25	0
