1	0
2	0
3	0
4	7
5	23
6	41
7	94
8	186
9	287
10	433
11	546
12	564
13	652
14	540
15	526
16	458
17	302
18	175
19	97
20	48
21	19
22	2
23	0
24	0
25	0
