1	0
2	0
3	0
4	0
5	1
6	0
7	1
8	0
9	0
10	1
11	1
12	1
13	1
14	0
15	1
16	1
17	1
18	0
19	0
20	0
21	0
22	0
23	1
24	0
25	0
